0,1,2,3
10.0,8.0,0.0,0.0
2.9690012473280007,1.1678379682500544,6.832162031749947,0.19883672092205382
2.816129385448683,1.2212006820125276,6.7787993179874775,0.4050712965638469
2.668103473547063,1.2777443689228005,6.722255631077208,0.6096408953757413
2.5251260104619737,1.3375735221583684,6.66242647784164,0.8124475116963963
2.3873838252533064,1.4007740505501594,6.599225949449847,1.0133902252968552
2.25504105872878,1.4674069365882347,6.532593063411773,1.2123658778594588
2.1282341138289875,1.5375040006366152,6.462495999363392,1.4092698868076323
2.007067040941149,1.6110642604359577,6.388935739564049,1.6039972194948138
1.8916075986837106,1.6880510023308752,6.311948997669132,1.7964434036471706
1.7818845651605524,1.7683901967236886,6.23160980327632,1.9865056315631424
1.6778860728677687,1.851969989477034,6.148030010522974,2.1740839166092707
1.579559539847797,1.9386417588492295,6.0613582411507805,2.359082219001439
1.4868129947234083,2.028222525198524,5.971777474801485,2.5414095304751223
1.3995177824543628,2.1204986461091413,5.879501353890864,2.720980863654786
1.3175124430415763,2.215230553560385,5.784769446439622,2.897718110518816
1.240607476442737,2.312158223806298,5.687841776193705,3.07155074736357
1.1685906712299474,2.411007038936876,5.588992961063127,3.242416367706935
1.1012326605138552,2.511493693649386,5.488506306350617,3.4102610331355385
1.0382923941107263,2.613331843938736,5.3866681560612655,3.575039449828017
0.9795222769938403,2.7162372583914087,5.283762741608587,3.7367149813975753
0.924672778668721,2.8199322934957407,5.180067706504254,3.895259514827028
0.8734964050963354,2.9241496079264877,5.075850392073505,4.05065320283016
0.8257509756937262,3.0286350811514127,4.971364918848582,4.202884105457699
0.7812022046688365,3.133149959653118,4.866850040346876,4.351947754984295
0.7396256324170553,3.2374722991753195,4.762527700824672,4.497846666758276
0.7008079699490588,3.3413977859395247,4.6586022140604655,4.640589815990479
0.6645479415462568,3.4447400391647145,4.555259960835275,4.7801920976184755
0.6306567044066349,3.547330488375914,4.452669511624075,4.916673783969295
0.5989579364337468,3.649017927343535,4.3509820726564525,5.050059990909801
0.5692876607285835,3.7496678225272384,4.250332177472751,5.180380161798665
0.5414938789101356,3.8491614537146868,4.1508385462853035,5.307667574804561
0.5154360664165609,3.947394944647891,4.052605055352101,5.431958878231342
0.49098457738948853,4.0442782335945076,3.9557217664054827,5.5532936562050335
0.4680199958356953,4.139734021805456,3.860265978194536,5.671714025969773
0.4464324616082847,4.233696728651771,3.766303271348218,5.787264267043503
0.42612099314805335,4.326111474680549,3.673888525319441,5.899990481532511
0.40699282209774007,4.416933106946106,3.5830668930538807,6.009940284848383
0.38896275180196777,4.5061252767330515,3.4938747232669356,6.1171625249311035
0.3719525460167995,4.5936595749199665,3.4063404250800184,6.221707028903188
0.355890353572761,4.679514728225971,3.320485271774017,6.323624374653229
0.3407101705007067,4.763675856490537,3.2363241435094547,6.422965685989848
0.3263513405045946,4.846133790076406,3.153866209923588,6.519782449571824
0.3127580939886598,4.926884445330418,3.073115554669575,6.614126351341775
0.29987912393149546,5.005928255094062,2.99407174490593,6.706049131162585
0.2876671970658305,5.083269651024608,2.916730348975385,6.795602453958792
0.2760787984766406,5.1589165941762225,2.8410834058237717,6.882837795699596
0.26507380712663126,5.232880150304779,2.76711984969521,6.967806343178167
0.2546152005871232,5.305174106193303,2.694825893806686,7.050558905606196
0.24466878604684564,5.375814623743991,2.624185376255996,7.131145837697168
0.2352029560626296,5.4448199283161545,2.5551800716838344,7.209616972253544
0.2261884663008693,5.51221002855197,2.487789971448015,7.286021562251123
0.21759823395348563,5.578006464445832,2.4219935355541584,7.360408230492362
0.20940715452933167,5.642232081249471,2.3577679187505214,7.432824926720153
0.20159193548008694,5.704910826685663,2.2950891733143277,7.503318891205591
0.19413094508089923,5.76606756923128,2.23393243076871,7.571936624150396
0.1870040751257137,5.825727935427151,2.17427206457284,7.638723860301452
0.18019261613218396,5.883918164346116,2.116081835653877,7.703725548213943
0.17367914385120745,5.940664977549121,2.059335022450872,7.766985833697924
0.16744741600606655,5.995995462996276,2.004004537003714,7.828548046990224
0.16148227828235748,6.04993697153227,1.9500630284677198,7.888454693249927
0.1557695786831976,6.1025170247005365,1.897482975299454,7.946747446017353
0.15029608945059464,6.15376323276249,1.846236767237505,8.003467143311905
0.14504943583158478,6.203703221909496,1.796296778090498,8.058653786077924
0.14001803105113544,6.252364569723475,1.7476354302765196,8.112346538672348
0.13519101690018182,6.299774748068039,1.7002252519319592,8.164583731167864
0.13055820933785006,6.345961072876206,1.6540389271237945,8.21540286353836
0.1261100488296347,6.390950659634851,1.6090493403651522,8.264840610805221
0.12183755472988522,6.434770384673049,1.5652296153269538,8.31293282994317
0.11773228357372897,6.477446851008728,1.5225531489912745,8.35971456743501
0.11378629069947843,6.519006358954564,1.4809936410454347,8.4052200682551
