0,1,2,3,4,5
1.0,100.0,0.0,500.0,0.0,0.0
1.5246101369982627e-05,99.0000152461014,0.0010208006505923886,490.2827386332202,0.9989639532483842,8.530816333825872
1.5339151450159563e-05,99.00001533915149,0.0010392616810846564,481.5646068023797,0.9989453991677426,16.697240091551645
1.5435627246283028e-05,99.00001543562728,0.001058402369790504,472.8466405350111,0.9989261620033637,24.51481251001228
1.55357214143663e-05,99.00001553572145,0.001078260939451434,464.12884599654194,0.9989062033393947,31.998422938797336
1.5639641329523888e-05,99.00001563964136,0.0010988785330611746,455.4112297031079,0.9988854818257071,39.16232432307574
1.5747610513138745e-05,99.00001574761056,0.0011202994970163692,446.6937985490602,0.9988639528922844,46.02016120435633
1.585987024769556e-05,99.00001585987029,0.001142571701495952,437.9765598363927,0.998841568428041,52.58499474564731
1.597668135934163e-05,99.00001597668141,0.0011657468941211632,429.2595213075087,0.9988182764245163,58.86932794066173
1.609832625344129e-05,99.0000160983263,0.0011898811038072868,420.54269118144055,0.9987940205700198,64.8851296556005
1.622511117104751e-05,99.00001622511121,0.0012150350884442124,411.8260781938619,0.9987687398001845,70.64385723704622
1.6357368793758674e-05,99.00001635736884,0.0012412748516966324,403.1096916412599,0.9987423677788938,76.15647817916006
1.6495461150011498e-05,99.0000164954612,0.0012686722196101252,394.3935414309038,0.9987148323184079,81.43349093465433
1.6639782819552014e-05,99.00001663978286,0.0012973054763759967,385.6776381335012,0.9986860547398329,86.48494523634824
1.679076481942347e-05,99.00001679076485,0.001327260135307931,376.96199304444565,0.998655949097923,91.32046110643472
1.694887899227605e-05,99.00001694887904,0.0013586298094720064,368.2466182522545,0.9986244213089639,95.94924701479826
1.711464242548748e-05,99.00001711464247,0.0013915170884440122,359.53152671431485,0.9985913682653463,100.38011737245776
1.7288623824813337e-05,99.00001728862388,0.0014260348028308984,350.8167323431788,0.9985566765670327,104.62150921556847
1.7471449654004223e-05,99.00001747144971,0.0014623072423628584,342.1022501000749,0.9985202212977834,108.68149842116779
1.7663811734318563e-05,99.00001766381178,0.0015004716636262858,333.38809610602436,0.9984818645109065,112.56781484936722
1.7866475138473692e-05,99.00001786647519,0.0015406798562227623,324.67428776322356,0.9984414536519447,116.28785709069568
1.8080289240503872e-05,99.0000180802893,0.0015831003350515146,315.96084389397805,0.9983988193543731,119.84870646592627
