0,1,2,3,4,5,6,7
0.005775013786615338,0.008971896418491686,0.0045375108323406224,0.0006187514771373576,0.005568763294236219,0.01330315675845319,0.0002062504923791192,0.005878139032804897
0.004331260339961503,0.007425017725648291,0.0012375029542747152,0.008353144941354328,0.01258128003512627,0.003093757385686788,0.013406282004642748,0.005878139032804897
0.0045375108323406224,0.00525938755566754,0.014025033481780106,0.008043769202785649,0.003300007878065907,0.009590647895629042,0.006806266248510933,0.010828150849903758
0.0047437613247197415,0.0006187514771373576,0.016087538405571297,0.00525938755566754,0.0002062504923791192,0.008662520679923007,0.01051877511133508,0.003093757385686788
0.011962528557988912,0.008353144941354328,0.006806266248510933,0.0012375029542747152,0.0026812564009285494,0.00773439346421697,0.005568763294236219,0.011756278065609794
0.011137526588472437,0.01330315675845319,0.0006187514771373576,0.0037125088628241457,0.005568763294236219,0.011756278065609794,0.003093757385686788,0.008043769202785649
0.0018562544314120728,0.0034031331242554666,0.005981264278994456,0.008971896418491686,0.008868771172302127,0.006187514771373576,0.010725025603714198,0.003093757385686788
0.02289380465408223,0.005568763294236219,0.007218767233269171,0.003093757385686788,0.003300007878065907,0.00773439346421697,0.010725025603714198,0.00773439346421697
0.02619381253214814,0.015159411189865262,0.013818782989400986,0.016706289882708655,0.005981264278994456,0.004640636078530182,0.005362512801857099,0.0021656301699807517
0.04042509650630736,0.021656301699807517,0.025368810562631662,0.006806266248510933,0.01010627412657684,0.010828150849903758,0.008250019695164769,0.013612532497021866
0.04991261915574685,0.019800047268395442,0.01815004332936249,0.014540659712727904,0.0035062583704450266,0.00525938755566754,0.0002062504923791192,0.0
0.07033141790127966,0.03681571288967278,0.03258757779590083,0.0003093757385686788,0.004331260339961503,0.008971896418491686,0.009487522649439483,0.004331260339961503
0.09714398191056514,0.053522002772381436,0.03691883813586234,0.011756278065609794,0.006393765263752696,0.008353144941354328,0.005981264278994456,0.001546878692843394
0.1363315754625978,0.06435015362228519,0.0472313627548183,0.012065653804178473,0.005981264278994456,0.0027843816471181094,0.0026812564009285494,0.0021656301699807517
0.16871290276611953,0.07115641987079613,0.061256396236598405,0.015159411189865262,0.009487522649439483,0.011756278065609794,0.007012516740890053,0.0
0.22398803472372344,0.11261276883899908,0.07858143759644441,0.026915689255475057,0.011343777080851556,0.0,0.004331260339961503,0.0018562544314120728
0.2823569240670142,0.13457844627737528,0.10498150062097167,0.04052822175249692,0.013406282004642748,0.003093757385686788,0.0037125088628241457,0.009900023634197721
0.33969456094840933,0.16984728047420466,0.12210029148843857,0.03372195550398599,0.01815004332936249,0.007425017725648291,0.0047437613247197415,0.007425017725648291
0.3918759355203265,0.19738172120681707,0.13406282004642747,0.04176572470677164,0.016500039390329537,0.022275053176944875,0.003918759355203264,0.0009281272157060364
0.4582885940664028,0.2363630642664706,0.16149413553285033,0.04455010635388975,0.023512556131219588,0.02320318039265091,0.006600015756131814,0.012375029542747152
0.5424387949570835,0.28679130965316524,0.18954420249641055,0.06311265066801047,0.020625049237911922,0.01825316857555205,0.005775013786615338,0.005568763294236219
0.6156577197516708,0.33226954322276103,0.22501928718561906,0.06960954117795273,0.025575061055010784,0.00773439346421697,0.008662520679923007,0.005568763294236219
0.6987766681804558,0.36939463185100246,0.26626938566144287,0.07796268611930705,0.025575061055010784,0.022275053176944875,0.005775013786615338,0.006806266248510933
0.7662205791884278,0.42848539791762014,0.29308194967072837,0.09652523043342778,0.03279382828827995,0.017325041359846013,0.007837518710406529,0.005878139032804897
0.8604770542056853,0.4786042675657461,0.32525702648187094,0.10797213276046891,0.0365063371511041,0.0204187987455328,0.011756278065609794,0.008353144941354328
0.9553522807000802,0.536457530678089,0.35165708950639823,0.11880028361037266,0.04455010635388975,0.022584428915513554,0.009693773141818601,0.006806266248510933
1.041564986514552,0.5998795570846682,0.39105093355081,0.12715342855172698,0.04991261915574685,0.026915689255475057,0.01856254431412073,0.006187514771373576
1.129633946760436,0.6781516189425439,0.4341572864580459,0.1460253486044164,0.06187514771373576,0.026915689255475057,0.013200031512263628,0.01546878692843394
1.219765411930111,0.7360048820548869,0.47251987804056206,0.1605660083171443,0.062287648698494,0.03372195550398599,0.005981264278994456,0.004950011817098861
1.3037093623284124,0.8161331983441746,0.5199574912877595,0.17727229819985296,0.06538140608418079,0.019490671529826763,0.016293788897950415,0.018871920052689405
1.3794032930315494,0.8829583578750093,0.5709013629054019,0.18902857626546274,0.07342517528696643,0.032484452549711273,0.015675037420813057,0.014850035451296583
1.4806722847896967,0.9432866268959017,0.6113264594117093,0.2103755022267016,0.08456270187543886,0.04393135487675239,0.01588128791319218,0.019490671529826763
1.581528775563086,1.0317680881265439,0.6616515795522143,0.21687239273664383,0.08538770384495535,0.04176572470677164,0.017737542344604253,0.008662520679923007
1.6751664991032063,1.10756514407587,0.6998079206423514,0.24595371216209966,0.09033771566205422,0.039600094536790885,0.01546878692843394,0.009281272157060365
1.7681854711661888,1.1929528479208256,0.7625080703256036,0.26358812926051434,0.10786900751427934,0.04547823356959579,0.021862552192186635,0.026915689255475057
1.853160674026386,1.2715342855172698,0.8128331904661088,0.28710068539173395,0.11653152819420236,0.05166574834096936,0.016500039390329537,0.014540659712727904
1.9352483699932754,1.3637282556107362,0.8747083381798446,0.3096851143072475,0.12251279247319681,0.04980949390955729,0.022275053176944875,0.011446902327041115
2.0546674050807856,1.4339565482658263,0.9157521861632892,0.3183476349871705,0.1299378101988451,0.06032826902089237,0.017118790867466895,0.017015665621277334
